"","ID","Broadleaved woodland","Coniferous Woodland","Arable and Horticulture","Improved Grassland","Neutral Grassland","Calcareous Grassland","Acid Grassland","Fen,Marsh and Swamp","Heather","Heather grassland","Bog","Inland Rock","Saltwater","Freshwater","Supra-littoral Rock","Supra-littoral sediment","Littoral Rock","Littoral sediment","Saltmarsh","Urban","Suburban"
"11","NX7857",0.184176548305123,0.130590485691096,0.00223064953439985,0.665476161601765,0,0,0.00446037632133034,0,0,0,0,0,0,0,0,0,0,0,0,0.00924458427483731,0.00382119427144847
"12","NX7858",0.271361682450485,0.0281724031730175,0.0263656824749957,0.654515900162336,0.000539374325782111,0,0.0121892044790099,0,0,0,0,0,0,0.00120682480233044,0,0,0,0,0,0,0.00564892813204335
"13","NX7859",0.0308339811404634,0,0.00404204406026885,0.942042107165155,0,0,0.00110362888140666,0,0,0,0,0,0,0,0,0,0,0,0,0.00226810137739363,0.0197101373753126
"14","NX7860",0.0729433492446494,0.00228457208494968,0.0178105497963267,0.864062059081957,0,0,0.0244641117489483,0,0.000647500647500673,0,0,0,0,0.00359740951668971,0,0,0,0,0.000490340296165535,0.00381539232671919,0.00988471525609421
"15","NX7861",0.0455342526865837,0.000963154991518741,0.00684244384737239,0.922255961214079,0,0,0.000364826800910952,0,3.85802469135815e-05,0,0.00701623502912887,0,0,0.00110189130869971,0,0,0,0,0.00147691178233249,0.00285370755637747,0.0115520345360829
"16","NX7862",0.021200697886197,0,0.198187554269849,0.750050390117139,0,0,0,0,0,0,0.00212953201356412,0,0,0,0,0,0,0,0,0.0121526905316292,0.0162791351816224
"17","NX7863",0.02545533800914,0,0.273952820859805,0.693315291217857,0,0,0,0,0,0,0.000664112388250326,0,0,0,0,0,0,0,0,0.00542124634164435,0.00119119118330379
"18","NX7864",0,0,0.725311643040191,0.247346889820447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061026936026936,0.021238773536668
"19","NX7865",0.0284787548581799,0.00064898271136413,0.22257571375304,0.731567546024528,0,0,0,0,0,0,0,0,0,0.00598334170110329,0,0,0,0,0,0,0.0107456609517844
"20","NX7866",0.0965153478654428,0.00152566094715775,0.300733209566444,0.566919512391365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432320278811506,0.029983066441476
"21","NX7948",0.0432076110884015,0.00350675384116761,0.0178385608830297,0.89529467035945,0,0,0,0,0,0,0,0,0,0,0,0.0127239944066783,0.000394570707070707,0,0,0.0122573017914999,0.0147765369227025
"22","NX7949",0.0197226697607044,0.0404241836076865,0.165790176716262,0.752215322035992,0,0,0,0,0,0,0.00952374220586306,0,0,0,0,0,0,0,0,0.0008717686137041,0.0114521370597882
"23","NX7950",0.126854629580842,0.10915362384363,0.297997561158711,0.42891741859831,0,0,0,0,0,0,0.0046257988429289,0.000628930817610067,0,0.000534555173730407,0,0,0,0,0,0.00544991259359088,0.0258375693906473
"24","NX7951",0.0667982198452473,0.000420875420875421,0.148317833596426,0.660008495461528,0,0,0,0,0,0,0,0,0,0,0,0.00161841845891352,0,0,0,0.000742721330956626,0.122093435886053
"25","NX7952",0.252300482374965,0.0315641406233274,0.014916997188239,0.646813561977607,0,0,0.0102982277389647,0,0,0,0.000363921135065415,0,0,0,0,0.00392678090411369,0,0,0,0.00433222671784765,0.0354836613398705
"26","NX7953",0.438846964426986,0.250244878335235,0.000757605490915306,0.158583337135693,0,0,0.14591462320853,0,0.00130939019827911,0,0.000708139597028492,0,0,0,0,0.000677920141007407,0,0,0,0,0.00295714146632648
"27","NX7954",0.128534839990925,0.704872872926289,0.00434605688983296,0.135046382307454,0,0,0.0101699086987046,0,0.000704960279428363,0,0,0.0141727005955791,0,0.00199263591076456,0,0,0,0,0,0,0.000159642401021704
"28","NX7955",0.381995411916094,0.463714370756067,0.00246401300273854,0.12612875191016,0,0,0.00687477684404127,0,0,0,0,0.0135788320490183,0,0.000701459034792391,0,0,0,0,0,0.000962000962000963,0.00358038352508855
"29","NX7956",0.38216775183392,0.356700154611586,0.024083516046048,0.184752015470322,0,0,0.0444093883319351,0,0,0,0,0.000395461735668019,0,0,0,0,0,0,0,0.00334656084656086,0.00414515112395976
"30","NX7957",0.362724855817241,0.335985571640566,0.00791871124638043,0.274961203375672,0,0,0.0160229612469044,0,0.000310177880271293,0,0,0.00155832755312475,0,0,0,0,0,0,0,0,0.000518191239840697
"31","NX7958",0.0702627133034499,0.177828516916197,0.00261854748774901,0.581706563679965,0,0,0.159948274998303,0,0.000734186199972607,0,0.00386257802060421,0.00180405149252501,0,0,0,0,0,0,0,0,0.00123456790123457
"32","NX7959",0.0231656894659744,0.000780748550564526,0,0.869565405898897,0,0,0.103819841045972,0,0.000420007636502463,0,0,0,0,0.000452572273021167,0,0,0,0,0,0,0.00179573512906847
"33","NX7960",0.0708474446918098,0.00121644016907328,0.00530775776370509,0.906082835904191,0,0,0.000354113942655468,0,0,0,0,0,0,9.80680592331111e-05,0,0,0,0,0.000490340296165535,0.00761621444539477,0.00798678472777156
"34","NX7961",0.0157698532110517,0.00360233939533685,0.135187568604115,0.819032525926433,0,0,0.0046600130982563,0,0.00130315500685873,0,0.00147693705975915,0,0,0.000725158815773726,0,0,0,0,0.00115665827639939,0.00600503416037397,0.0110807564456421
"35","NX7962",0.0367681651108368,0.0017419566030677,0.310152341182691,0.618668836357367,0,0,0.00252186679229892,0,0,0,0,0,0,0,0,0,0,0,0,0.0151615142477507,0.0149853197059878
"36","NX7963",0.0798230242364484,0.00326752311895753,0.415221206652929,0.465520851932647,0,0,0.000216802168021674,0,0,0,0,0,0,0,0,0,0,0,0,0.00310123456790123,0.0328493573230951
"37","NX7964",0.00340883111926378,0,0.280324368366958,0.70780708185803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000638810693455488,0.00782090796229255
"38","NX7965",0.101029638226411,0.00552214585719736,0.165752416509655,0.689862278161176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411446355221456,0.0337190576933454
"39","NX7966",0.171499825548313,0.00426283880902842,0.353066377670101,0.43365198683729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494361605472716,0.0325753550805401
"40","NX8050",0.0536301347682522,0.15083667706443,0.165097856836411,0.566199315335688,0,0,0.00486964961423165,0,0,0,0.0509252236386878,6.73854447439357e-05,0,0.000147275405007357,0,0.00289089246809839,0.000438005390835582,0,0,0.000590861344537832,0.00430672268907561
"41","NX8051",0.0768428005761616,0,0.0992545682693643,0.337049104331556,0,0,0,0,0,0,0,0,0.0391314981385364,0,0,0.0233752459913264,0.138641211179487,0.138774904849292,0.120265389253023,0,0.0266652774112538
"42","NX8052",0.0438881157844661,0.00513817789153734,0.660817191492659,0.173498182274788,0,0,0,0,0,0,0,0,0,0,0,0.0202552792232897,0.00618781710670724,0.0126422250316056,0.0660269748129848,0.0017618411000764,0.00978419528188634
"43","NX8053",0.154230074262805,0.070243300796203,0.293136763800283,0.295771479299858,0,0,0,0,0.00369309096713793,0,0,0,0,0,0,0.0175457293070482,0.0020355351861717,0,0.126359717162205,0.00287212787212787,0.0341121813461614
"44","NX8054",0.0833539979211928,0.0516794561902691,0.267081065602121,0.547106475640251,0,0,0.000271512113617364,0,0,0,0,0,0,0.0010860484544695,0,0.00118183246896117,0.0004950495049505,0,0.0342917473499478,0.00399345578939541,0.00945935896482489
"45","NX8055",0.0417694587636184,0.00179186407780077,0.348028108133862,0.590651960595793,0,0,0,0,0,0,0.00211744776962168,0.00198538395402509,0,0.00014842300556587,0,0,0,0,0,0.0038657135506525,0.00964164014906114
"46","NX8056",0.219886016697662,0.205273561076179,0.161304183832726,0.396873053073557,0,0,0.00158003724212981,0,0,0,0.00252100840336135,0,0,2.04081632653071e-05,0,0,0,0,0,0.00589636553922272,0.0066453659718966
"47","NX8057",0.284531328626034,0.565053523957343,0.0431315897690435,0.0840603954924252,0,0,0.0213766046390215,0,7.36913286979935e-05,0,0.00140440954394443,0.000368456643490023,0,0,0,0,0,0,0,0,0
"48","NX8058",0.099835179560472,0.212809982203122,0.00144627714099341,0.535771685463624,0,0,0.119147168282335,0,0.00229320643920219,0,0.0227935287488188,0,0,3.56252226576429e-05,0,0,0,0,0,0,0.00586734693877553
"49","NX8059",0.0759887024999855,0.00489088425244973,0.0461520975977587,0.784815712336638,0,0,0.0497344120824925,0,0.000774526678141136,0,0.00120748299319727,0,0,0.000178126113288214,0,0,0,0,0,0.0026007326007326,0.0336573228453157
"50","NX8060",0.0839687123235136,0.000502939401390347,0.00616953939985095,0.865950336547136,0,0,0.0157293779462067,0,0,0,0,0,0,0.00122414792861284,0,0,0,0,0,0.00312349427966341,0.0233314521736259
"51","NX8061",0.116670922377613,0.00855477811333342,0.0568023657304986,0.693449103227695,0,0,0.0974050711811369,0,0,0,0,0,0,0.0253042103997651,0,0,0,0,0,6.93481276005571e-05,0.00174420084235706
"52","NX8062",0.024239857949935,0.00330533158281898,0.11608064147389,0.819073493485177,0,0,0.018474038214413,0,0,0,0,0,0,0,0,0,0,0,0,0.016236762430774,0.00258987486299233
"53","NX8063",0.090349003267761,0.00127125968837927,0.0875197648721536,0.780470139127652,0,0,0.00523694528840633,0,0,0,0,0,0,0,0,0,0,0,0,0.00571428571428571,0.0294386020413623
"54","NX8064",0.0363440490043411,0.00191981931112365,0.249410963925757,0.680780140287275,0,0,0.0106065143811378,0,0,0,0,0,0,0,0,0,0,0,0,0.00166817875368546,0.0192703343366796
"55","NX8065",0.099790769454974,0.00591693638967053,0.244912511522495,0.613332774157825,0,0,0,0,0,0,0,0.00210693484383,0,0,0,0,0,0,0,0.00917050415364516,0.0247695694775602
"56","NX8066",0.222005818308063,0.0037607563238788,0.217144904657423,0.449159551353498,4.38750438750455e-05,0,0.003125,0,0,0,0,0,0,0.0105056730634542,0,0,0,0,0,0.000335871025526201,0.0939185502242808
"57","NX8150",0.178585189530749,0.00234072448146556,0.0227274628120079,0.378276636053032,0,0,0,0,0,0,0,0,0.0669583412592733,0,0,0.0123253524808904,0.152285549245623,0.16187999070023,0.000994370821268408,0.00491860324376665,0.0187077793716941
"58","NX8151",0.0625342940254501,0.00339050224466891,0.000594177064765303,0.0387382895679928,0,0,0,0,0,0,0,0,0.15014900767231,0,0,0.00391786995398155,0.273530736424627,0.453124567709653,0.0140205553365519,0,0
"59","NX8152",0.308154618013198,0.0619889105522588,0.039331240088115,0.131280586843605,0,0,0,0,0,0,0,0,0,0,0,0.0340401560537652,0.158369480267415,0.16719006806333,0.0996449401183136,0,0
"60","NX8153",0.150457870330177,0.0242709093521561,0.0108525213767484,0.108771222280011,0,0,0,0,0,0,0,0,0,0,0,0.00583461879911888,0.236426776380501,0.19014052780276,0.26828875397157,0,0.00495679970695784
"61","NX8154",0.270200544180307,0.0708515403593717,0.00548994481977206,0.605446383908369,0,0,0,0,0,0,0,0,0,0,0,0.00241129690320577,0.000513384671800519,0,0.0443667405481211,0,0.000720164609053504
"62","NX8155",0.103296510968324,0.0226386548028466,0.0415289177085803,0.801026180856781,0,0,0.00127877237851662,0,0,0,0,0,0,0.000346320346320364,0,0,0,0,0,0,0.0298846429386319
"63","NX8156",0.226610112909616,0.0189612161180789,0.0755147839221811,0.557934360027663,0,0,0.0176794810839185,0,0,0,0.000871459694989107,0,0,0.0116284538506761,0,0.00502418698619058,0,0,0,0.00788319273982355,0.0778927526668628
"64","NX8157",0.248569455344027,0.0154170869322385,0.00259067531794807,0.540649062715837,0,0,0.134129940179149,0,0,0,0.00155400155400158,0,0,0,0,0.0119715977656187,0,0,0,0.0010261343594677,0.0440920458317123
"65","NX8158",0.320330559357703,0.158803019179293,0,0.492737704251033,0,0,0.0164069620606648,0,0,0,0,0,0,0.000454971229760459,0,0,0,0,0,0.000755857898715037,0.0105109260228308
"66","NX8159",0.359418266716369,0.444967625624529,0.00443154588364908,0.136444262669195,0,0,0.028763062279864,0,0,0,0.000608828006088267,0,0,0.00265370147345255,0,0.0024769647696477,0,0,0.00263053297199639,0,0.0176052096052096
"67","NX8160",0.234445717682253,0.0370265229557388,0.0613868557328566,0.606377243267029,0.000673400673400667,0,0.017586690165861,0,0,0,0,0,0,0.00106326422115896,0,0.00707739351843564,0,0,0.00160050601150757,0.0107470597666676,0.0220153460050913
"68","NX8161",0.352687414186703,0.00264086581244772,0.0162821953021964,0.54847825149506,0.00300884364585943,0,0.0573706661001047,0,0.000344530577088711,0,0,0,0,0,0,0.00676895943562611,0,0,0.000344530577088711,0.00124494242141301,0.0108288004464126
"69","NX8162",0.456910548741158,0.0270666414291375,0.0157732383560646,0.451004920501036,0.00080380524824969,0,0.0362536615610124,0,0.000603045379164768,0,0,0,0,0,0,0.00629362407140185,0,0,0,0.000792236086353737,0.00449827862642138
"70","NX8163",0.118798996510935,0.00224826772814389,0.198318896413974,0.625079674281933,0.00674344333355844,0,3.39789330615037e-05,0,0,0,0,0.00168694380743499,0,0,0,0,0,0,0,0.0205405552775102,0.0265492437134491
"71","NX8164",0.0970369482713042,0.00131642236905394,0.157174539586039,0.687284654182397,0.00448564282971678,0,0,0,0,0,0.00157126823793489,0,0,0,0,0,0,0,0,0.00981657424526487,0.0413139502782885
"72","NX8165",0.0669859758438967,0.00176238273722551,0.235592356447955,0.62409139776972,0.0181890032671963,0,0.000673400673400674,0,0,0,0,0.000823045267489711,0,0,0,0,0,0,0,0.00773848200748785,0.0441439559856282
"73","NX8166",0.0345889857983844,0.0013093901982791,0.0669928370378879,0.77661352192512,0.00683020920391586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441641042993077,0.109248645406482
"74","NX8251",0.0361640406153926,0.00768097643097643,0,0.0132241455273807,0,0,0,0,0,0,0,0,0.130408853777465,0,0,0.00410297364875146,0.269251218774905,0.527212759283605,0.0119550319415239,0,0
"75","NX8252",0.181053979290499,0.0206366334736432,0.00282424365757694,0.102810811737282,0,0,0,0,0,0,0,0,0,0,0,0.0336537650945547,0.156114624735239,0.473934422059422,0.0289715199517833,0,0
"76","NX8253",0.33589369137923,0.119111634231755,0.0111214865906534,0.251063009425366,0,0,0,0,0,0,0,0,2.46215968336633e-05,0,0,0.0173196437906757,0.102807899624237,0.0737411200553593,0.0870803460147966,0,0.00183654729109275
"77","NX8254",0.20724144123652,0.229086414670447,0.0209228114685194,0.365613846190504,0,0,0,0,0,0,0,0,0.000270837565170296,0,0,0.0285575788177778,0.0523278541544035,0.0864844808489988,0.00746142399967385,0,0.0020333110479861
"78","NX8255",0.264475038388634,0.0551621484605897,0.00778718229140275,0.558211231055915,0,0,0.00637461666873432,0,0,0,0,0,0,0,0,0.00606368465830312,0.0264845085977877,0.00767470735264617,0.0621624981337243,0.00112233445566779,0.00448204993659538
"79","NX8256",0.121303419856866,0,0.0455102433628159,0.569475529403689,0,0,0,0,0,0,0,0,0,0,0,0.00639622635195058,0.0767106875432395,0.0104638370809848,0.101173797649249,0.00368973917361014,0.0652765195775949
"80","NX8257",0.102419888431322,0.00790123456790122,0.0355677995908617,0.486775797125838,0,0,0,0,0,0,0,0,0,0,0,0.0346590397548401,0.0563596726922058,0.00271363976772496,0.251767312233509,0.00373220743591115,0.0181034083998854
"81","NX8258",0.449719899433736,0.0936105232298888,0.0893435467306985,0.328118436876563,0,0,0,0,0,0,0,0,0,0,0,0.0102343793329118,0.00332556172122567,0,0.00290933597166659,0,0.0227383167033091
"82","NX8259",0.164206746294129,0.0290424719760469,0.241286050997776,0.531896434687251,0,0,0.000148148148148148,0,0,0,0,0,0,0,0,0.020046738288095,0,0,0.0053480868643709,0.00239040060468635,0.00563492213949738
"83","NX8260",0.0740164655417435,0.00109851833989765,0.285485325289104,0.429151880745389,0.000541125541125545,0,0,0,0.00180018001800182,0,0,0.00126262626262626,0,0.00318979266347688,0,0.0478760872592297,0,0,0.102822887382557,0.0104078439344579,0.0423472670223905
"84","NX8261",0.0413657490876524,0,0.00883052104699612,0.560005355893981,0.00211777273390538,0,0,0,0.000430663221360889,0,0,0,0,0,0,0.0644441744361552,0,0,0.00068609106299563,0.0248998773889395,0.297219795128014
"85","NX8262",0.15754330674056,0.00222594993397666,0.134619193879206,0.526868605797247,0.00742527866710871,0,0.105716290505552,0,4.87971502464242e-05,0,0,8.91921421722694e-05,0,0,0,0.0388138610360833,0,0,4.87971502464242e-05,0.000224466891133559,0.0263762601064677
"86","NX8263",0.137693169561869,0.00924461670434584,0.089618208109001,0.656233449817672,0.000934183905198448,0,0.0821851109322729,0,0.000214707461084267,0,0,0.000220750551876367,0,0.000653594771241778,0,0.000759734093067426,0,0,0.000214707461084267,0.00545966678652762,0.0165680998447599
"87","NX8264",0.0545592438226211,0.00227767874826699,0.274923949080186,0.643049247674698,0,0,0.000635283654151583,0,0,0,0,0,0,0,0,0,0,0,0,0.0205094984030037,0.00404509861707337
"88","NX8265",0.0451285720869205,0.00908553815524656,0.0875151912746739,0.813291383586913,0.006490775105102,0,0,0,0,0,0,9.37646507266815e-05,0,0.00189940490747536,0,0,0,0,0,0.0256175162237678,0.0108778540091741
"89","NX8266",0.0139917695473251,0,0.0280790601118946,0.945188584834845,0.00196801858095019,0,0,0,0,0,0,0.000468823253633407,0,0,0,0,0,0,0,0.00386102558562452,0.00644271808572724
"90","NX8351",0.119544149472492,0.000533910533910465,0.0228711272428701,0.0626542446343368,0,0,0,0,0,0,0,0,0.259469024216374,0,0,0.151765871474391,0.200153996083472,0.164895555945517,0.018112120396637,0,0
"91","NX8352",0.385538470266223,0.00275716836932761,0.0163793319659547,0.0993292547013307,0,0,0,0,0,0,0,0,0.0470796986084036,0,0,0.174973303479336,0.170343345097027,0.0846659106707591,0.0189335168416381,0,0
"92","NX8353",0.0777537843706321,0.000571755288736414,0,0.00798142043399936,0,0,0,0,0,0,0,0,0.0237998572229529,0.000334224598930485,0,0.00857306753281124,0.255252590592282,0.61878382370625,0.00694947625340501,0,0
"93","NX8354",0.102104161377729,0.0156039305162112,0.000142450142450148,0.0028846153846154,0,0,0,0,0,0,0,0,0.00871803313684171,0.000702513515694344,0,0.0412539872329992,0.217136877973824,0.538868101723749,0.00915683906412805,0.000462962962962981,0.062965526968795
"94","NX8355",0.119291941309406,0.044255142101584,0.0835128484672226,0.0564033057358033,0,0,0,0,0,0,0,0,0.00482408757809826,0.00300909642337782,0,0.044052174853074,0.206963340582226,0.17857230390709,0.0935969532256289,0.000736531986531987,0.164782273829957
"95","NX8356",0.127496894151179,0.00192043895747599,0.133425685559378,0.243570370251932,0,0,0,0,0,0,0,0,0.00209694989106753,0.000449346405228763,0,0.0187617425949563,0.10120746084604,0.0745150359638784,0.243830218562047,0,0.0527258568168169
"96","NX8357",0.0273435117671378,0,0.338490755481104,0.386533549272856,0,0,0,0,0,0,0,0,0,0,0,0.117712443459736,0.0159725846497426,0,0.0382361208358786,0.00740206295761853,0.0683089715759267
"97","NX8358",0.346803843329214,0.0399787319252978,0.132002617724965,0.268664847065511,0,0,0,0,0,0,0,0,0,0,0,0.0769710660374539,0.0395183629770771,0,0.0690197020276352,0.0026936026936027,0.0243472262192434
"98","NX8359",0.239611874982226,0.158861854377662,0.18370345643282,0.206020530853923,0,0,0,0,0,0,0,0,0,0,0,0.0540489266014065,0.0149028566543452,0,0.0901389575970264,0.00880341254737387,0.0439081299532161
"99","NX8360",0.152178916667798,0.124861598321267,0.123223371354501,0.037354477331868,0.000408121620242828,0,0.000352360817477101,0,0,0,0,0.000841750841750842,0,0.000928828515035411,0,0.0616846600329633,0.00129068462401796,0,0.0571701301416886,0.0433196147522218,0.396385484979169
"100","NX8361",0.228674107294202,0.0279030199599798,0.00199518540603812,0.071652057435549,0,0,0.00012919896640827,0,0,0,0,0,0,0.000740740740740741,0,0.00776515151515152,0,0,0,0.109807259405157,0.551333279276774
"101","NX8362",0.243433272366187,0.08091990850114,0.046845179200876,0.518229596874599,0,0,0.00935357556252082,0,0.000292782901478545,0,0,0.000594177064765303,0,0.000886959966243855,0,0.000948882767064579,0,0.000906500906500896,0.00144812719407774,0.01867013705249,0.0774708996420564
"102","NX8363",0.138470979375067,0.0070906855135329,0.241264315600911,0.577387295131478,0,0,0.00173200903166803,0,5.36768652710667e-05,0,0,0,0,0.0173963263466306,0,0,0,0,5.36768652710667e-05,0.00227513227513227,0.0142759029950388
"103","NX8364",0.0523047776192062,0.00222976935491708,0.144229874205713,0.767887909897098,0.00209041140413697,0,0.0111895827214443,0,0,0,0,0,0,0,0,0,0,0,0,0.00564130161455694,0.014426373182928
"104","NX8365",0.149299008861163,0.00826095596449623,0.0853369919086248,0.728096039380762,0.0198810079150545,0,0.000237852531430526,0,0,0,0,0.000557546794105933,0,0.00723794493331998,0,0,0,0,0,0,0.00109265171104244
"105","NX8366",0.00180467149376256,0.00151779721672195,0.0319053384182385,0.88608263531711,0.0683549034362012,0,0,0,0,0,0,0.00384407571014349,0,0,0,0,0,0,0,0,0.00649057840782217
"106","NX8452",0.0055984555984556,0,0,0,0,0,0,0,0,0,0,0,0.410823161583838,0,0,0.0100362218276968,0.166155164295342,0.407038666998511,0.000348329696155793,0,0
"107","NX8453",0.0762557229168671,0.00167574361122748,0.000618429189857766,0.0121795289088522,0,0,0,0,0,0,0,0,0.00306965761511227,0,0,0.0926590661424,0.203433850670051,0.555740138072366,0.000595474394601,0.00293551101513633,0.0508368774635285
"108","NX8454",0.352273396877429,0.529165448481767,0.00473732150202744,0.0307610427545576,0,0,0.00045454545454545,0,0,0,0,0,0.000241187384044536,0,0,0.0325540530897674,0.0126309008451865,0.0181539888682746,0,0.000206043956043964,0.0188220707863565
"109","NX8455",0.265182892603178,0.401874895157112,0.0204604135703642,0.216828396785632,0,0,0.00121119234614429,0,0,0,0,0.00111280588412147,0,0,0,0.00220988854475164,0,0,0,0.0112064522778809,0.0799130628308158
"110","NX8456",0.368829746428753,0.139038708336235,0.0398074067784737,0.305610375415264,0,0,0.00439001549987084,0,0,0,0,0,0,0.00178571428571429,0,0.00450615852401564,0,0,0,0.00977749433106574,0.126254380400608
"111","NX8457",0.186853949552031,0.412136853232185,0.0570515343790133,0.26397808095427,0,0,0.0295515307779858,0,0,0,0,0,0,0,0,0.0250889231783198,0,0,0,0.0101262373989647,0.0152128905272303
"112","NX8458",0.138690959123664,0.704039234680833,0.0205520492532361,0.12359900529475,0,0,0,0,0,0,0.00619046294561406,0,0,0.00228866740494648,0,0.00463962129695612,0,0,0,0,0
"113","NX8459",0.114583607268063,0.824737267443027,0.0434822839648717,0.00948429325029819,0,0,0.00340533723358761,0,0,0,0.000945378151260493,0.000165471594043029,0,0.00191513893693069,0,0.000323450134770857,0,0,0,0,0.000957772023147286
"114","NX8460",0.32410307938852,0.226356633421931,0.191779943109968,0.174670162497605,0,0,0.0265103908700869,0.00204081632653061,0,0,0,0.00120342977485839,0,0.0257022494851339,0,0,0,0,0,0.00183856926850777,0.025794725856858
"115","NX8461",0.32763975601697,0.11667983781317,0.0898540985206257,0.39166174399535,0,0,0.00266373991457049,0.00126264418811002,0,0,0,0.000650660264105636,0,0.0005952380952381,0,0,0,0,0,0.00673643736670871,0.0622558438251502
"116","NX8462",0.186323431541666,0.0650243922746728,0.0798472237254908,0.574114802942972,0,0,0,0.00259740259740259,0,0,0.00306057554254623,8.37871805613766e-05,0,0,0,0,0,0.00025136154168413,0,0.0626416749510804,0.0260553477019241
"117","NX8463",0.0505561223967443,0.00828859481325852,0.164280503181037,0.70282546143407,0,0,0.000725940725940721,0,0,0,0.000415282392026625,0,0,0,0,0,0,0,0,0.00334595786734496,0.0695621371895786
"118","NX8464",0.0811773728062813,0.0639601544057808,0.0340784481517594,0.732498296667283,0,0,0.0651249009689275,0,0,0,0,0.00224775224775224,0,0.000249750249750253,0,0,0,0,0,0.00667448493535452,0.0139888395671114
"119","NX8465",0.0208784151977121,0.00303378014221386,0.119523112286892,0.835417291698942,0.0048704002148804,0,0.00022935779816515,0,0,0,0,0.00329670329670329,0,0.00330441570155809,0,0,0,0,0,0.00499166794887641,0.00445485571405739
"120","NX8466",0.0359592988586677,0.0106635937730342,0.0609001938899844,0.868761511937269,0.0049964797087527,0,0.00458205146549338,0,0,0,0,0,0,0.00180375180375179,0,0,0,0,0,0.00332417844210298,0.00900894012094331
"121","NX8553",0.152776992376064,0.0160918455674775,0.100634260462789,0.467494786867013,0,0,0,0,0,0,0,0,0.00276197737787584,0,0,0.043081183203301,0.0293629724086652,0.0498867903567894,0,0.00603320233738847,0.131875989042636
"122","NX8554",0.364584807902086,0.129141893189108,0.0312318960523995,0.416567512266939,0,0,0.0305263204639688,0,0,0,0.00974948759379899,0,0,0,0,0.00250313115047414,0,0,0,0,0.0156949513812259
"123","NX8555",0.189026919257228,0.090314960097032,0.022989150123622,0.56021535035025,0,0,8.30819012637172e-05,0,0,0,0.0018372332097822,2.18636582272929e-05,0,0.0787049141308184,0,0,0,0,0,0.000537588772882902,0.0562689384988928
"124","NX8556",0.110073139685574,0.607748504075161,0.053376400866131,0.18921900404224,0,0,0.00415219533664384,0,0,0,0,0,0,0.0123093681917211,0,0,0,0,0,0,0.0231213878025291
"125","NX8557",0.0759984676980148,0.679523405394181,0.126772631091361,0.027045879138413,0,0,0.00442700258111788,0,0.00290443556368729,0,0.082552459911951,0,0,0,0,0,0,0,0,0,0.000775718621273515
"126","NX8558",0.0545722834049231,0.847218229359797,0.00911806861130266,0.0478531912739276,0,0,0.00056980056980057,0,0.00128824476650563,0,0.0228113585483681,0,0,0,0,0,0,0,0,0.00383141762452107,0.0127374058408541
